Course Catalogue Number,Department Name,Course Name,Course Description,Graduate/Undergraduate,Format,Lab,Academic Catalogue Year,Food Systems,Food Justice/Equity,Critical Pedagogy,Keyword
NFSC 471,NFSC - Nutrition and Food Science (NFSC),Critical Evaluation of Nutrition and Food Science Literature: Evidence Based Reviews,"
   Evaluation of scientific literature, research methods within the literature, and the quality of scientific studies to produce an evidence-based review in areas specific to nutrition and food science. Prerequisites: NFSC 202 or NFSC 203; STAT 302; junior or senior classification; knowledge of technical writing helpful.
",UG,Lecture,False,2019-2020,,,,"['food', ' nutri']"
NFSC 475,NFSC - Nutrition and Food Science (NFSC),Nutrition and Physiological Chemistry,"
   Fundamentals of physiology, biochemistry and nutrition and their relationship to the organismic and cellular metabolism of animals; biochemical basis of hormonal action. Prerequisites: NFSC 203, NFSC 301, NFSC 365, and BICH 410; senior classification or approval of department head.
",UG,Lecture,False,2019-2020,,,,"[' animal', ' metaboli', ' nutri']"
NFSC 481,NFSC - Nutrition and Food Science (NFSC),Seminar,"
   Guidelines and practice in journal article review and making effective technical presentations; strategies for conducting a job search; development of résumés and letters and interviewing targeted for careers in nutrition and food science or graduate school. Prerequisite: Senior classification in nutrition and food science.
",UG,Lecture,False,2019-2020,,,,"['food', ' nutri']"
NFSC 485,NFSC - Nutrition and Food Science (NFSC),Directed Studies,"
  Directed study on selected problems in the area of nutrition and food science not covered in other courses. Prerequisites: Junior or senior classification; approval of department head; 2.0 GPR in major and overall.
",UG,Other,False,2019-2020,,,,"['food', ' nutri']"
/ANSC 487,NFSC - Nutrition and Food Science (NFSC),Sensory Evaluation of Foods,"
   Application of sensory science principles and practices to food systems including an understanding of discriminative, descriptive and consumer sensory techniques. Prerequisites: CHEM 222 or CHEM 228; junior or senior classification. Cross Listing: ANSC 487/NFSC 487.
",UG,Lecture,True,2019-2020,,,,['food']
NFSC 489,NFSC - Nutrition and Food Science (NFSC),Special Topics in...,"
  Selected topics in an identified area of nutrition and food science. May be repeated for credit. Prerequisite: Junior or senior classification.
",UG,Other,False,2019-2020,,,,"['food', ' nutri']"
NFSC 491,NFSC - Nutrition and Food Science (NFSC),Research,"
  Research conducted under the direction of a faculty member in nutrition and food science. May be repeated 3 times for credit. Registration in multiple sections of this course are possible within a given semester provided that the per semester credit hour limit is not exceeded.
",UG,Other,False,2019-2020,,,,"['food', ' nutri']"
/PSYC 311,NRSC - Neuroscience (NRSC),Psychology of Animal Behavior,"
   Problems, principles, and methods of animal psychology; animal learning, motivation, discriminative processes and abnormal, social and instinctual behaviors. Prerequisites: PSYC 107, BIOL 111, or BIOL 113. Cross Listing: PSYC 311/NRSC 311.
",UG,Lecture,False,2019-2020,,,,[' animal']
/VIBS 401,NRSC - Neuroscience (NRSC),Developmental Neurotoxicology,"
   Effects of exposure to toxic substances on the developing nervous system; content to include mechanisms of toxicity of substances potentially devastating to the developing nervous system including lead, mercury and other heavy metals, alcohol, nicotine (smoking), pesticides, flame retardants and others. Prerequisite: Junior or senior classification. Cross Listing: VIBS 401.
",UG,Lecture,False,2019-2020,,,,"['alcohol', ' pest']"
/VIBS 450,NRSC - Neuroscience (NRSC),Mammalian Functional Neuroanatomy,"
   Functional morphology of the domestic animal and human brain using gross specimens, microscopic sections, interactive computer-, DVD-, and video-assisted instructional programs supplemented with clinical case studies. Prerequisites: Junior or senior classification; BIMS, biology, biochemistry, or psychology majors, or neuroscience minors with overall 3.5 TAMU GPA; or approval of instructor. Cross Listing: VIBS 450/NRSC 450.
",UG,Lecture,True,2019-2020,,,,[' animal']
NUEN 436,NUEN - Nuclear Engineering (NUEN),Human Performance for Nuclear Power Plant Engineers,"
   Six modules: human performance fundamentals, the organization and the processes, the individual worker, the engineer, corrective action programs and root cause analysis, and case studies including TMI-2, Chernobyl, Davis-Besse, and Fukushima Daiichi.  Prerequisites: NUEN 432; junior or senior classification in the college of engineering.
",UG,Lecture,False,2019-2020,,,,[' root ']
NURS 456,NURS - Nursing (NURS),Complementary and Alternative Medicine/Health Care,"
   This course is an introduction to the practice of complementary and alternative medicine (CAM)/health care. It will explore both conventional health care and CAM allowing the student to examine each of the entities to gain an understanding of what each practice offers. This knowledge will allow the future health care professional to better inform and facilitate the individual’s move toward or maintenance of optimal health and health practices. Alternative health care modalities, such as herbal medicine, acupuncture and massage therapy, will be discussed. Websites and online resources pertinent to the topic will be explored and analyzed, including the National Center for Complementary and Alternative Medicine within the National Institutes of Health.
",UG,Lecture,False,2019-2020,,,,"[' herb', ' herba']"
NVSC 101,NVSC - Naval Science (NVSC),Introduction to Naval Science,"
   Seapower and the naval service; mission, organization, regulations, and broad warfare components of the Navy; overview of officer and enlisted rank and rating structures, procurement and recruitment, training and education, promotion and advancement, and retirement policies. Basic tenets of naval courtesy and customs, discipline, naval leadership, and ship's nomenclature. Major challenges facing Naval officers; areas of equal opportunity, fraternization and drug/alcohol abuse.
",UG,Lecture,True,2019-2020,,,,['alcohol']
NVSC 303,NVSC - Naval Science (NVSC),Evolution of Warfare,"
   Art and concepts of land warfare; its evolution from the beginning of recorded history to present day; influence that leadership, political, economic, sociological and technological development have had on warfare throughout history.
",UG,Lecture,False,2019-2020,,,,['land']
OCEN 261,OCEN - Ocean Engineering (OCEN),Applied Numerical Methods,"
   Application of numerical methods to ocean-related engineering problems; development, evaluation and comparison of various techniques for root finding, curve fitting, numerical integration, simultaneous linear algebraic equations, matrix methods, probability and statistics and ordinary differential equations in ocean-related engineering applications. Prerequisites: Grade of C or better in MATH 308 or concurrent enrollment.
",UG,Lecture,False,2019-2020,,,,[' root ']
OCEN 265,OCEN - Ocean Engineering (OCEN),Introduction to Geotechnical Engineering,"
   Physical properties of soils, classification systems, soil exploration, permeability, consolidation, compaction and shear strength; laboratory tests conducted to determine the physical and engineering soil properties needed for application in geotechnical engineering design. Prerequisite: Grade of C or better in OCEN 214 or CVEN 305.
",UG,Lecture,True,2019-2020,,,,[' soil']
OCNG 420,OCNG - Oceanography (OCNG),Biological Oceanography,"
   Biological aspects of the marine environment; marine organisms; productivity of the sea; marine pollution and fouling; use of the sea. Prerequisites: BIOL 112 or OCNG 251; junior or senior classification; also taught at Galveston campus.
",UG,Lecture,True,2019-2020,,,,[' productivity ']
OCNG 440,OCNG - Oceanography (OCNG),Chemical Oceanography,"
   Chemical aspects of the marine environment; biogeochemical cycles of organic and inorganic constituents; primary productivity, the carbon dioxide system, nutrient cycles, stable and radioactive isotopes in the sea. Prerequisites: CHEM 102 or CHEM 104; junior or senior classification; sophomore with approval of instructor.
",UG,Lecture,True,2019-2020,,,,[' nutri']
OCNG 453,OCNG - Oceanography (OCNG),Hydrothermal Vents and Mid-Ocean Ridges,"
   Exploration of the creation of various types of hydrothermal fluids, the associated chemical behavior of vent and plume fluids, and the ecology of hydrothermal vent systems; emphasis on the interdependence of the geological, chemical, and biological aspects of hydrothermal systems. Prerequisite: OCNG 251; junior or senior classification or approval of instructor.
",UG,Lecture,False,2019-2020,,,,[' plum']
PETE 301,PETE - Petroleum Engineering (PETE),Petroleum Engineering Numerical Methods,"
   Use of numerical methods in a variety of petroleum engineering problems; numerical differentiation and integration; root finding; numerical solution of differential equations; curve fitting and interpolation; computer applications; introduction to the principles of numerical simulation methods. Prerequisites: MATH 308, junior or senior classification, petroleum engineering majors only; or approval of instructor.
",UG,Lecture,True,2019-2020,,,,[' root ']
PETE 323,PETE - Petroleum Engineering (PETE),Fundamentals of Reservoir Engineering,"
   Determination of reserves; material balance methods; aquifer models; fractional flow and frontal advance; displacement, pattern and vertical sweep efficiencies in waterfloods; enhanced oil recovery processes; design of optimal recovery processes; introduction and performance analysis of unconventional reservoirs. Prerequisites: PETE 301, PETE 310, PETE 311; GEOL 404, junior or senior classification, petroleum engineering majors only; or approval of instructor.
",UG,Lecture,False,2019-2020,,,,[' aquifer ']
PETE 325,PETE - Petroleum Engineering (PETE),Petroleum Production Systems,"
   Petroleum operation and oil field equipment including onshore and offshore production systems; wellbore inflow and outflow and backpressure analysis; downhole completion and sand control equipment; artificial lift equipment and design; stimulation, workover/completion nomenclature; flow assurance; produced fluids, fluid separation and metering, safety systems, pressure boosting and monitoring. Prerequisites: PETE 301, PETE 310, PETE 314, junior or senior classification, petroleum engineering majors only; or approval of instructor.
",UG,Lecture,True,2019-2020,,,,['field equipment']
