Department,Course Catalogue Number,Course Name,Description,Graduate/Undergraduate,Lab,Year,Keywords
Agricultural Economics (AGEC),AGEC 3713,  Agricultural Law,"with emphasis on agricultural problems, applications, and strategies for managing legal risk in the agribusiness setting. Contract law, tort law, property law, real estate transactions, business organization, estate planning, debtor/creditor law, environmental law, and water/resources law. Previously offered as AGEC 4413.  Prerequisite(s): AGEC 1113 or ECON 2103.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3810,  Domestic Agricultural Economics Tour,"approach to the cultural, agricultural, historical, technological, political, and economic backgrounds of an agricultural region of the United States.  Offered for variable credit, 1-3 credit hours, maximum of 3 credit hours.  Prerequisite(s): Consent of instructor.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3990,  Special Problems in Agricultural Economics,"y of selected agricultural economics topics.  Offered for variable credit, 1-3 credit hours, maximum of 3 credit hours.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 4101,  Agricultural Economics Seminar,problems in agricultural economics. Previously offered as AGEC 4911.  Prerequisite(s): Senior standing and agricultural economics or agribusiness major status.,,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 4213,  Advanced Quantitative Methods in Agricultural Economics,"analysis of agricultural supply and demand in situations involving risk and uncertainty within the institutional setting of agricultural markets. Use of spreadsheets to perform regression analysis and simulation of potential market outcomes. Analysis of specific agricultural market cases with written and oral presentation of the results. Previously offered as AGEC 3203.  Prerequisite(s): AGEC 3213, AGEC 3333 and MATH 2103.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 4343,  International Agricultural Markets and Trade ,"international agricultural trade theory and applications. Tools to identify, evaluate critically, and seek solutions to complex international trade and development problems, such as gains from trade, comparative advantage, impacts of trade barriers on social welfare, export promotion effectiveness, trade impacts on environment and land degradation, free trade areas, and impacts of genetically modified crops on trade.  Prerequisite(s): AGEC 1113 or ECON 2103.",,FALSE,2017-2018,"['agri', 'crop', 'land']"
Agricultural Economics (AGEC),AGEC 4403,  Advanced Farm and Ranch Management,"nt of problem solving and risk management skills needed on the modern farm or ranch. Use of spreadsheets to perform production planning and analysis of farm and ranch problems with linear programming, simulations, and other tools. Analysis of the acquisition of resources and the use of information systems in managing the individual farm or ranch business.  Prerequisite(s): AGEC 3603 or concurrent.",,FALSE,2017-2018,"['farm', ' ranch']"
Agricultural Economics (AGEC),AGEC 4423,  Advanced Agribusiness Management,"f modern decision theory in the uncertain environment that the agricultural business operates. Planning, organizing, implementing, coordinating, and controlling problems associated with establishing an agricultural business, achieving firm growth, and operating the firm through time. Use of spreadsheets to perform production planning and analysis related to agricultural business operation with linear programming, simulations, and other tools. Analysis of the interaction of resources, prices and production alternatives. Previously offered as AGEC 4323.  Prerequisite(s): AGEC 3333, AGEC 3603, or FIN 3113 or concurrent.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 4513,  Farm Appraisal,"e market value of agricultural real estate using the three approaches to value - sales comparison, cost, and income approaches. Analysis of sales to value the different characteristics of the farm.  Prerequisite(s): AGEC 3423.",,FALSE,2017-2018,"['agri', 'farm']"
Agricultural Economics (AGEC),AGEC 4613,  Advanced Agricultural Finance,"value of money and financial management concepts as applied to the management of agricultural firms. Incorporating risk into agricultural investment and financial management decisions. Introduction to risk modeling. May not be used for degree credit with AGEC 5603.  Prerequisite(s): AGEC 3603 or FIN 3113 with a grade of “B” or better, ECON 3023 or ECON 3113, and STAT 2023 or equivalent.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 4703,  American Agricultural Policy,"acteristics and problems of agriculture; evolution and significance of programs and policies.  Prerequisite(s): AGEC 3333, MATH 2103, and ECON 3023 or ECON 3113.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 4723,  Rural Economics Development,"ories, and applications of regional and community economics, including the theories of economic development, analytic techniques, infrastructure and community services, targeted development, and associated policies. Focus on domestic rural areas.  Prerequisite(s): AGEC 1113 or ECON 2103.",,FALSE,2017-2018,[' rural ']
Agricultural Economics (AGEC),AGEC 4803,  International Agricultural Economics Tour ,"eek international travel component. An integrated approach to the cultural, agricultural, historical, technological, political, economic, and religious backgrounds of the region. Comparison of the agricultural business environment of the region to that of the US.  Prerequisite(s): Consent of instructor.   ",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 4990,  Problems of Agricultural Economics,"pecial problems in agricultural economics.  Offered for variable credit, 1-6 credit hours, maximum of 6 credit hours.  Prerequisite(s): Consent of instructor.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 5000,  Master's Thesis/Report,"working on an MS degree in agricultural economics. Independent research and thesis under the direction and supervision of a major professor.  Offered for variable credit, 1-6 credit hours, maximum of 6 credit hours.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 5010,  Professional Experience in Agricultural Economics or Agribusiness,"ofessional experience with approved public and private employers in agricultural economics or agribusiness. Designed for Master of Agriculture program. Graded on pass-fail basis.  Offered for variable credit, 1-6 credit hours, maximum of 6 credit hours.  Prerequisite(s): Approval of internship committee and adviser.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 5101,  Research Methodology,entific method to solve problems related to agriculture. Preparation of a thesis proposal required.  Prerequisite(s): Selection of a thesis adviser and a thesis topic.  ,,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 5113,  Applications of Mathematical Programming,on of concepts and principles of existing linear and nonlinear programming techniques to agricultural problems.  ,,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 5203,  Advanced Agricultural Prices,"ice structures, price discovery, time series and agricultural price research methods.  Prerequisite(s): AGEC 5103, STAT 4043.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 5213,  Econometric Methods,"f econometric techniques to agricultural economic problems, theory and estimation of structural economic parameters.  Prerequisite(s): AGEC 5103 and ECON 4213 or STAT 4043.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 5311,  Agricultural Marketing: Concepts and Tools,"ts and prices in the food system. Price variation across space, time, and form. Previously offered as AGEC 5303.    Prerequisite(s): ECON 3113, MATH 2103 or MATH 2144 and STAT 2023 or equivalent.",,FALSE,2017-2018,"['agri', 'food']"
